taps,stopband_weight,coeff_fraction_bits,total_bits,float_pb_ripple_db,float_sb_peak_db,float_ok,quant_pb_ripple_db,quant_sb_peak_db,quant_ok,cost
100,1,15,16,0.401644,-32.695365,0,0.403424,-32.693085,0,1600
100,1,17,18,0.401644,-32.695365,0,0.401800,-32.704899,0,1800
100,1,19,20,0.401644,-32.695365,0,0.401639,-32.693039,0,2000
100,1,21,22,0.401644,-32.695365,0,0.401630,-32.694358,0,2200
100,1,23,24,0.401644,-32.695365,0,0.401638,-32.695459,0,2400
100,1,25,26,0.401644,-32.695365,0,0.401645,-32.695368,0,2600
100,1,27,28,0.401644,-32.695365,0,0.401645,-32.695374,0,2800
100,1,31,32,0.401644,-32.695365,0,0.401644,-32.695365,0,3200
100,2,15,16,0.570654,-35.675076,0,0.571940,-35.589382,0,1600
100,2,17,18,0.570654,-35.675076,0,0.570609,-35.660403,0,1800
100,2,19,20,0.570654,-35.675076,0,0.570681,-35.670515,0,2000
100,2,21,22,0.570654,-35.675076,0,0.570637,-35.675401,0,2200
100,2,23,24,0.570654,-35.675076,0,0.570652,-35.674980,0,2400
100,2,25,26,0.570654,-35.675076,0,0.570654,-35.675101,0,2600
100,2,27,28,0.570654,-35.675076,0,0.570654,-35.675064,0,2800
100,2,31,32,0.570654,-35.675076,0,0.570654,-35.675074,0,3200
100,5,15,16,0.929730,-39.366219,0,0.929319,-39.303142,0,1600
100,5,17,18,0.929730,-39.366219,0,0.930180,-39.345227,0,1800
100,5,19,20,0.929730,-39.366219,0,0.929699,-39.371848,0,2000
100,5,21,22,0.929730,-39.366219,0,0.929748,-39.364591,0,2200
100,5,23,24,0.929730,-39.366219,0,0.929727,-39.366187,0,2400
100,5,25,26,0.929730,-39.366219,0,0.929730,-39.366307,0,2600
100,5,27,28,0.929730,-39.366219,0,0.929730,-39.366218,0,2800
100,5,31,32,0.929730,-39.366219,0,0.929730,-39.366220,0,3200
100,10,15,16,1.247549,-42.843863,0,1.248187,-42.640135,0,1600
100,10,17,18,1.247549,-42.843863,0,1.247387,-42.830642,0,1800
100,10,19,20,1.247549,-42.843863,0,1.247481,-42.837540,0,2000
100,10,21,22,1.247549,-42.843863,0,1.247549,-42.842773,0,2200
100,10,23,24,1.247549,-42.843863,0,1.247558,-42.843499,0,2400
100,10,25,26,1.247549,-42.843863,0,1.247548,-42.843842,0,2600
100,10,27,28,1.247549,-42.843863,0,1.247549,-42.843837,0,2800
100,10,31,32,1.247549,-42.843863,0,1.247549,-42.843863,0,3200
100,20,15,16,1.585035,-46.812312,0,1.585847,-46.551364,0,1600
100,20,17,18,1.585035,-46.812312,0,1.584947,-46.732680,0,1800
100,20,19,20,1.585035,-46.812312,0,1.584928,-46.813805,0,2000
100,20,21,22,1.585035,-46.812312,0,1.585056,-46.806921,0,2200
100,20,23,24,1.585035,-46.812312,0,1.585033,-46.812539,0,2400
100,20,25,26,1.585035,-46.812312,0,1.585034,-46.812784,0,2600
100,20,27,28,1.585035,-46.812312,0,1.585035,-46.812280,0,2800
100,20,31,32,1.585035,-46.812312,0,1.585035,-46.812313,0,3200
100,40,15,16,2.231769,-49.771635,0,2.231600,-49.419793,0,1600
100,40,17,18,2.231769,-49.771635,0,2.231389,-49.792826,0,1800
100,40,19,20,2.231769,-49.771635,0,2.231776,-49.761737,0,2000
100,40,21,22,2.231769,-49.771635,0,2.231775,-49.776552,0,2200
100,40,23,24,2.231769,-49.771635,0,2.231770,-49.772523,0,2400
100,40,25,26,2.231769,-49.771635,0,2.231767,-49.771872,0,2600
100,40,27,28,2.231769,-49.771635,0,2.231769,-49.771695,0,2800
100,40,31,32,2.231769,-49.771635,0,2.231769,-49.771640,0,3200
100,80,15,16,3.013927,-53.248660,0,3.013393,-52.690106,0,1600
100,80,17,18,3.013927,-53.248660,0,3.013824,-53.220020,0,1800
100,80,19,20,3.013927,-53.248660,0,3.013918,-53.231173,0,2000
100,80,21,22,3.013927,-53.248660,0,3.013920,-53.248826,0,2200
100,80,23,24,3.013927,-53.248660,0,3.013925,-53.249668,0,2400
100,80,25,26,3.013927,-53.248660,0,3.013928,-53.248448,0,2600
100,80,27,28,3.013927,-53.248660,0,3.013928,-53.248554,0,2800
100,80,31,32,3.013927,-53.248660,0,3.013927,-53.248656,0,3200
100,160,15,16,3.807983,-57.372406,0,3.807788,-56.258475,0,1600
100,160,17,18,3.807983,-57.372406,0,3.807745,-57.064135,0,1800
100,160,19,20,3.807983,-57.372406,0,3.807899,-57.313167,0,2000
100,160,21,22,3.807983,-57.372406,0,3.807995,-57.369264,0,2200
100,160,23,24,3.807983,-57.372406,0,3.807978,-57.370513,0,2400
100,160,25,26,3.807983,-57.372406,0,3.807983,-57.373419,0,2600
100,160,27,28,3.807983,-57.372406,0,3.807983,-57.372272,0,2800
100,160,31,32,3.807983,-57.372406,0,3.807983,-57.372396,0,3200
101,1,15,16,0.401301,-32.741435,0,0.400883,-32.703760,0,1616
101,1,17,18,0.401301,-32.741435,0,0.401382,-32.740988,0,1818
101,1,19,20,0.401301,-32.741435,0,0.401376,-32.738782,0,2020
101,1,21,22,0.401301,-32.741435,0,0.401271,-32.741417,0,2222
101,1,23,24,0.401301,-32.741435,0,0.401301,-32.741551,0,2424
101,1,25,26,0.401301,-32.741435,0,0.401301,-32.741478,0,2626
101,1,27,28,0.401301,-32.741435,0,0.401301,-32.741439,0,2828
101,1,31,32,0.401301,-32.741435,0,0.401301,-32.741435,0,3232
101,2,15,16,0.539460,-36.155397,0,0.540955,-36.076613,0,1616
101,2,17,18,0.539460,-36.155397,0,0.539405,-36.147912,0,1818
101,2,19,20,0.539460,-36.155397,0,0.539468,-36.150836,0,2020
101,2,21,22,0.539460,-36.155397,0,0.539458,-36.155350,0,2222
101,2,23,24,0.539460,-36.155397,0,0.539466,-36.155337,0,2424
101,2,25,26,0.539460,-36.155397,0,0.539459,-36.155411,0,2626
101,2,27,28,0.539460,-36.155397,0,0.539460,-36.155388,0,2828
101,2,31,32,0.539460,-36.155397,0,0.539460,-36.155398,0,3232
101,5,15,16,0.898847,-39.665854,0,0.900190,-39.571827,0,1616
101,5,17,18,0.898847,-39.665854,0,0.898485,-39.650115,0,1818
101,5,19,20,0.898847,-39.665854,0,0.898794,-39.667020,0,2020
101,5,21,22,0.898847,-39.665854,0,0.898839,-39.665596,0,2222
101,5,23,24,0.898847,-39.665854,0,0.898848,-39.665769,0,2424
101,5,25,26,0.898847,-39.665854,0,0.898846,-39.665927,0,2626
101,5,27,28,0.898847,-39.665854,0,0.898847,-39.665852,0,2828
101,5,31,32,0.898847,-39.665854,0,0.898847,-39.665855,0,3232
101,10,15,16,1.233513,-42.965096,0,1.233084,-42.716657,0,1616
101,10,17,18,1.233513,-42.965096,0,1.233299,-42.959676,0,1818
101,10,19,20,1.233513,-42.965096,0,1.233569,-42.961241,0,2020
101,10,21,22,1.233513,-42.965096,0,1.233535,-42.966369,0,2222
101,10,23,24,1.233513,-42.965096,0,1.233507,-42.965300,0,2424
101,10,25,26,1.233513,-42.965096,0,1.233512,-42.965080,0,2626
101,10,27,28,1.233513,-42.965096,0,1.233513,-42.965064,0,2828
101,10,31,32,1.233513,-42.965096,0,1.233513,-42.965096,0,3232
101,20,15,16,1.589376,-46.788114,0,1.588295,-46.572609,0,1616
101,20,17,18,1.589376,-46.788114,0,1.588967,-46.781246,0,1818
101,20,19,20,1.589376,-46.788114,0,1.589319,-46.783077,0,2020
101,20,21,22,1.589376,-46.788114,0,1.589412,-46.788165,0,2222
101,20,23,24,1.589376,-46.788114,0,1.589378,-46.787834,0,2424
101,20,25,26,1.589376,-46.788114,0,1.589375,-46.788281,0,2626
101,20,27,28,1.589376,-46.788114,0,1.589375,-46.788129,0,2828
101,20,31,32,1.589376,-46.788114,0,1.589376,-46.788111,0,3232
101,40,15,16,2.122895,-50.198662,0,2.123176,-49.764898,0,1616
101,40,17,18,2.122895,-50.198662,0,2.122931,-50.201346,0,1818
101,40,19,20,2.122895,-50.198662,0,2.122863,-50.203418,0,2020
101,40,21,22,2.122895,-50.198662,0,2.122909,-50.195697,0,2222
101,40,23,24,2.122895,-50.198662,0,2.122888,-50.198745,0,2424
101,40,25,26,2.122895,-50.198662,0,2.122895,-50.198273,0,2626
101,40,27,28,2.122895,-50.198662,0,2.122895,-50.198617,0,2828
101,40,31,32,2.122895,-50.198662,0,2.122895,-50.198663,0,3232
101,80,15,16,2.923670,-53.498883,0,2.924332,-53.037716,0,1616
101,80,17,18,2.923670,-53.498883,0,2.923902,-53.417552,0,1818
101,80,19,20,2.923670,-53.498883,0,2.923662,-53.448263,0,2020
101,80,21,22,2.923670,-53.498883,0,2.923678,-53.499378,0,2222
101,80,23,24,2.923670,-53.498883,0,2.923680,-53.499044,0,2424
101,80,25,26,2.923670,-53.498883,0,2.923669,-53.498550,0,2626
101,80,27,28,2.923670,-53.498883,0,2.923671,-53.498921,0,2828
101,80,31,32,2.923670,-53.498883,0,2.923670,-53.498880,0,3232
101,160,15,16,3.774303,-57.453687,0,3.774681,-56.199239,0,1616
101,160,17,18,3.774303,-57.453687,0,3.774880,-57.072949,0,1818
101,160,19,20,3.774303,-57.453687,0,3.774319,-57.377649,0,2020
101,160,21,22,3.774303,-57.453687,0,3.774299,-57.450041,0,2222
101,160,23,24,3.774303,-57.453687,0,3.774312,-57.453300,0,2424
101,160,25,26,3.774303,-57.453687,0,3.774305,-57.454141,0,2626
101,160,27,28,3.774303,-57.453687,0,3.774303,-57.453462,0,2828
101,160,31,32,3.774303,-57.453687,0,3.774303,-57.453695,0,3232
102,1,15,16,0.397560,-32.808151,0,0.398042,-32.779664,0,1632
102,1,17,18,0.397560,-32.808151,0,0.397840,-32.806372,0,1836
102,1,19,20,0.397560,-32.808151,0,0.397517,-32.805809,0,2040
102,1,21,22,0.397560,-32.808151,0,0.397564,-32.809018,0,2244
102,1,23,24,0.397560,-32.808151,0,0.397557,-32.808069,0,2448
102,1,25,26,0.397560,-32.808151,0,0.397557,-32.808123,0,2652
102,1,27,28,0.397560,-32.808151,0,0.397560,-32.808159,0,2856
102,1,31,32,0.397560,-32.808151,0,0.397560,-32.808151,0,3264
102,2,15,16,0.532191,-36.285854,0,0.535662,-36.206042,0,1632
102,2,17,18,0.532191,-36.285854,0,0.531784,-36.280920,0,1836
102,2,19,20,0.532191,-36.285854,0,0.532185,-36.283812,0,2040
102,2,21,22,0.532191,-36.285854,0,0.532211,-36.286179,0,2244
102,2,23,24,0.532191,-36.285854,0,0.532189,-36.286088,0,2448
102,2,25,26,0.532191,-36.285854,0,0.532191,-36.285868,0,2652
102,2,27,28,0.532191,-36.285854,0,0.532191,-36.285847,0,2856
102,2,31,32,0.532191,-36.285854,0,0.532191,-36.285853,0,3264
102,5,15,16,0.860101,-40.004268,0,0.861882,-39.959910,0,1632
102,5,17,18,0.860101,-40.004268,0,0.859994,-40.017873,0,1836
102,5,19,20,0.860101,-40.004268,0,0.860196,-39.999806,0,2040
102,5,21,22,0.860101,-40.004268,0,0.860105,-40.004079,0,2244
102,5,23,24,0.860101,-40.004268,0,0.860099,-40.004067,0,2448
102,5,25,26,0.860101,-40.004268,0,0.860102,-40.004371,0,2652
102,5,27,28,0.860101,-40.004268,0,0.860101,-40.004305,0,2856
102,5,31,32,0.860101,-40.004268,0,0.860101,-40.004269,0,3264
102,10,15,16,1.208023,-43.129611,0,1.210034,-42.960167,0,1632
102,10,17,18,1.208023,-43.129611,0,1.208693,-43.093095,0,1836
102,10,19,20,1.208023,-43.129611,0,1.208000,-43.143058,0,2040
102,10,21,22,1.208023,-43.129611,0,1.207979,-43.129986,0,2244
102,10,23,24,1.208023,-43.129611,0,1.208027,-43.129098,0,2448
102,10,25,26,1.208023,-43.129611,0,1.208023,-43.129661,0,2652
102,10,27,28,1.208023,-43.129611,0,1.208023,-43.129635,0,2856
102,10,31,32,1.208023,-43.129611,0,1.208023,-43.129613,0,3264
102,20,15,16,1.585911,-46.811263,0,1.586409,-46.442825,0,1632
102,20,17,18,1.585911,-46.811263,0,1.585952,-46.761280,0,1836
102,20,19,20,1.585911,-46.811263,0,1.585952,-46.819461,0,2040
102,20,21,22,1.585911,-46.811263,0,1.585943,-46.808284,0,2244
102,20,23,24,1.585911,-46.811263,0,1.585912,-46.812572,0,2448
102,20,25,26,1.585911,-46.811263,0,1.585913,-46.811181,0,2652
102,20,27,28,1.585911,-46.811263,0,1.585911,-46.811295,0,2856
102,20,31,32,1.585911,-46.811263,0,1.585911,-46.811263,0,3264
102,40,15,16,2.010465,-50.596513,0,2.009793,-50.098960,0,1632
102,40,17,18,2.010465,-50.596513,0,2.010126,-50.669661,0,1836
102,40,19,20,2.010465,-50.596513,0,2.010413,-50.587473,0,2040
102,40,21,22,2.010465,-50.596513,0,2.010475,-50.595364,0,2244
102,40,23,24,2.010465,-50.596513,0,2.010464,-50.597634,0,2448
102,40,25,26,2.010465,-50.596513,0,2.010466,-50.595798,0,2652
102,40,27,28,2.010465,-50.596513,0,2.010465,-50.596561,0,2856
102,40,31,32,2.010465,-50.596513,0,2.010465,-50.596517,0,3264
102,80,15,16,2.809827,-53.876583,0,2.810270,-53.042449,0,1632
102,80,17,18,2.809827,-53.876583,0,2.809819,-53.734471,0,1836
102,80,19,20,2.809827,-53.876583,0,2.809777,-53.843824,0,2040
102,80,21,22,2.809827,-53.876583,0,2.809863,-53.877692,0,2244
102,80,23,24,2.809827,-53.876583,0,2.809829,-53.874543,0,2448
102,80,25,26,2.809827,-53.876583,0,2.809828,-53.876101,0,2652
102,80,27,28,2.809827,-53.876583,0,2.809827,-53.876832,0,2856
102,80,31,32,2.809827,-53.876583,0,2.809827,-53.876588,0,3264
102,160,15,16,3.711707,-57.590323,0,3.711332,-56.724829,0,1632
102,160,17,18,3.711707,-57.590323,0,3.711594,-57.262860,0,1836
102,160,19,20,3.711707,-57.590323,0,3.711760,-57.537307,0,2040
102,160,21,22,3.711707,-57.590323,0,3.711741,-57.599394,0,2244
102,160,23,24,3.711707,-57.590323,0,3.711693,-57.587439,0,2448
102,160,25,26,3.711707,-57.590323,0,3.711706,-57.589999,0,2652
102,160,27,28,3.711707,-57.590323,0,3.711707,-57.590292,0,2856
102,160,31,32,3.711707,-57.590323,0,3.711707,-57.590314,0,3264
103,1,15,16,0.389823,-32.962293,0,0.390972,-32.928991,0,1648
103,1,17,18,0.389823,-32.962293,0,0.390281,-32.949691,0,1854
103,1,19,20,0.389823,-32.962293,0,0.389855,-32.961482,0,2060
103,1,21,22,0.389823,-32.962293,0,0.389828,-32.961265,0,2266
103,1,23,24,0.389823,-32.962293,0,0.389824,-32.962282,0,2472
103,1,25,26,0.389823,-32.962293,0,0.389823,-32.962286,0,2678
103,1,27,28,0.389823,-32.962293,0,0.389823,-32.962291,0,2884
103,1,31,32,0.389823,-32.962293,0,0.389823,-32.962293,0,3296
103,2,15,16,0.531297,-36.299704,0,0.533440,-36.199401,0,1648
103,2,17,18,0.531297,-36.299704,0,0.531408,-36.261797,0,1854
103,2,19,20,0.531297,-36.299704,0,0.531205,-36.300510,0,2060
103,2,21,22,0.531297,-36.299704,0,0.531307,-36.301235,0,2266
103,2,23,24,0.531297,-36.299704,0,0.531297,-36.299567,0,2472
103,2,25,26,0.531297,-36.299704,0,0.531296,-36.299637,0,2678
103,2,27,28,0.531297,-36.299704,0,0.531297,-36.299693,0,2884
103,2,31,32,0.531297,-36.299704,0,0.531297,-36.299705,0,3296
103,5,15,16,0.817039,-40.437430,0,0.818606,-40.369599,0,1648
103,5,17,18,0.817039,-40.437430,0,0.817375,-40.440772,0,1854
103,5,19,20,0.817039,-40.437430,0,0.817051,-40.436578,0,2060
103,5,21,22,0.817039,-40.437430,0,0.817024,-40.436178,0,2266
103,5,23,24,0.817039,-40.437430,0,0.817039,-40.437465,0,2472
103,5,25,26,0.817039,-40.437430,0,0.817038,-40.437344,0,2678
103,5,27,28,0.817039,-40.437430,0,0.817039,-40.437469,0,2884
103,5,31,32,0.817039,-40.437430,0,0.817039,-40.437427,0,3296
103,10,15,16,1.172591,-43.412292,0,1.174131,-43.187416,0,1648
103,10,17,18,1.172591,-43.412292,0,1.172457,-43.347518,0,1854
103,10,19,20,1.172591,-43.412292,0,1.172571,-43.407601,0,2060
103,10,21,22,1.172591,-43.412292,0,1.172614,-43.413323,0,2266
103,10,23,24,1.172591,-43.412292,0,1.172592,-43.412012,0,2472
103,10,25,26,1.172591,-43.412292,0,1.172591,-43.412133,0,2678
103,10,27,28,1.172591,-43.412292,0,1.172591,-43.412280,0,2884
103,10,31,32,1.172591,-43.412292,0,1.172591,-43.412294,0,3296
103,20,15,16,1.571862,-46.892820,0,1.571680,-46.565196,0,1648
103,20,17,18,1.571862,-46.892820,0,1.571936,-46.840317,0,1854
103,20,19,20,1.571862,-46.892820,0,1.571969,-46.887569,0,2060
103,20,21,22,1.571862,-46.892820,0,1.571884,-46.893551,0,2266
103,20,23,24,1.571862,-46.892820,0,1.571871,-46.893193,0,2472
103,20,25,26,1.571862,-46.892820,0,1.571862,-46.892941,0,2678
103,20,27,28,1.571862,-46.892820,0,1.571862,-46.892855,0,2884
103,20,31,32,1.571862,-46.892820,0,1.571862,-46.892816,0,3296
103,40,15,16,1.982732,-50.749629,0,1.982793,-50.377235,0,1648
103,40,17,18,1.982732,-50.749629,0,1.982697,-50.660724,0,1854
103,40,19,20,1.982732,-50.749629,0,1.982688,-50.746852,0,2060
103,40,21,22,1.982732,-50.749629,0,1.982710,-50.748353,0,2266
103,40,23,24,1.982732,-50.749629,0,1.982729,-50.749861,0,2472
103,40,25,26,1.982732,-50.749629,0,1.982732,-50.749841,0,2678
103,40,27,28,1.982732,-50.749629,0,1.982732,-50.749585,0,2884
103,40,31,32,1.982732,-50.749629,0,1.982732,-50.749629,0,3296
103,80,15,16,2.682219,-54.283288,0,2.684908,-53.312313,0,1648
103,80,17,18,2.682219,-54.283288,0,2.682405,-54.094654,0,1854
103,80,19,20,2.682219,-54.283288,0,2.682282,-54.274792,0,2060
103,80,21,22,2.682219,-54.283288,0,2.682209,-54.282143,0,2266
103,80,23,24,2.682219,-54.283288,0,2.682214,-54.284110,0,2472
103,80,25,26,2.682219,-54.283288,0,2.682217,-54.282700,0,2678
103,80,27,28,2.682219,-54.283288,0,2.682219,-54.283212,0,2884
103,80,31,32,2.682219,-54.283288,0,2.682219,-54.283289,0,3296
103,160,15,16,3.615503,-57.808608,0,3.614162,-55.989286,0,1648
103,160,17,18,3.615503,-57.808608,0,3.615619,-57.579899,0,1854
103,160,19,20,3.615503,-57.808608,0,3.615484,-57.747412,0,2060
103,160,21,22,3.615503,-57.808608,0,3.615469,-57.811703,0,2266
103,160,23,24,3.615503,-57.808608,0,3.615507,-57.805710,0,2472
103,160,25,26,3.615503,-57.808608,0,3.615503,-57.810150,0,2678
103,160,27,28,3.615503,-57.808608,0,3.615503,-57.808561,0,2884
103,160,31,32,3.615503,-57.808608,0,3.615503,-57.808619,0,3296
104,1,15,16,0.379463,-33.175635,0,0.381066,-33.147759,0,1664
104,1,17,18,0.379463,-33.175635,0,0.379816,-33.160450,0,1872
104,1,19,20,0.379463,-33.175635,0,0.379453,-33.177835,0,2080
104,1,21,22,0.379463,-33.175635,0,0.379442,-33.175224,0,2288
104,1,23,24,0.379463,-33.175635,0,0.379461,-33.175483,0,2496
104,1,25,26,0.379463,-33.175635,0,0.379461,-33.175694,0,2704
104,1,27,28,0.379463,-33.175635,0,0.379463,-33.175638,0,2912
104,1,31,32,0.379463,-33.175635,0,0.379463,-33.175635,0,3328
104,2,15,16,0.528394,-36.353078,0,0.528276,-36.259590,0,1664
104,2,17,18,0.528394,-36.353078,0,0.528219,-36.348708,0,1872
104,2,19,20,0.528394,-36.353078,0,0.528402,-36.353169,0,2080
104,2,21,22,0.528394,-36.353078,0,0.528367,-36.352970,0,2288
104,2,23,24,0.528394,-36.353078,0,0.528399,-36.353147,0,2496
104,2,25,26,0.528394,-36.353078,0,0.528394,-36.353131,0,2704
104,2,27,28,0.528394,-36.353078,0,0.528395,-36.353069,0,2912
104,2,31,32,0.528394,-36.353078,0,0.528394,-36.353079,0,3328
104,5,15,16,0.773580,-40.935787,0,0.773837,-40.793688,0,1664
104,5,17,18,0.773580,-40.935787,0,0.774142,-40.959291,0,1872
104,5,19,20,0.773580,-40.935787,0,0.773611,-40.933641,0,2080
104,5,21,22,0.773580,-40.935787,0,0.773563,-40.933262,0,2288
104,5,23,24,0.773580,-40.935787,0,0.773584,-40.935824,0,2496
104,5,25,26,0.773580,-40.935787,0,0.773580,-40.935817,0,2704
104,5,27,28,0.773580,-40.935787,0,0.773580,-40.935800,0,2912
104,5,31,32,0.773580,-40.935787,0,0.773580,-40.935790,0,3328
104,10,15,16,1.126827,-43.757844,0,1.128870,-43.495295,0,1664
104,10,17,18,1.126827,-43.757844,0,1.126699,-43.717383,0,1872
104,10,19,20,1.126827,-43.757844,0,1.126658,-43.753105,0,2080
104,10,21,22,1.126827,-43.757844,0,1.126846,-43.756992,0,2288
104,10,23,24,1.126827,-43.757844,0,1.126826,-43.757923,0,2496
104,10,25,26,1.126827,-43.757844,0,1.126827,-43.757813,0,2704
104,10,27,28,1.126827,-43.757844,0,1.126827,-43.757859,0,2912
104,10,31,32,1.126827,-43.757844,0,1.126827,-43.757847,0,3328
104,20,15,16,1.545942,-47.009728,0,1.546566,-46.767887,0,1664
104,20,17,18,1.545942,-47.009728,0,1.545478,-46.956205,0,1872
104,20,19,20,1.545942,-47.009728,0,1.545949,-47.017187,0,2080
104,20,21,22,1.545942,-47.009728,0,1.545942,-47.010564,0,2288
104,20,23,24,1.545942,-47.009728,0,1.545934,-47.008903,0,2496
104,20,25,26,1.545942,-47.009728,0,1.545940,-47.009614,0,2704
104,20,27,28,1.545942,-47.009728,0,1.545942,-47.009758,0,2912
104,20,31,32,1.545942,-47.009728,0,1.545942,-47.009729,0,3328
104,40,15,16,1.981811,-50.752402,0,1.982896,-50.435126,0,1664
104,40,17,18,1.981811,-50.752402,0,1.981998,-50.771305,0,1872
104,40,19,20,1.981811,-50.752402,0,1.981697,-50.737916,0,2080
104,40,21,22,1.981811,-50.752402,0,1.981795,-50.752231,0,2288
104,40,23,24,1.981811,-50.752402,0,1.981811,-50.750849,0,2496
104,40,25,26,1.981811,-50.752402,0,1.981811,-50.752318,0,2704
104,40,27,28,1.981811,-50.752402,0,1.981811,-50.752410,0,2912
104,40,31,32,1.981811,-50.752402,0,1.981811,-50.752401,0,3328
104,80,15,16,2.549710,-54.744469,0,2.549196,-54.056802,0,1664
104,80,17,18,2.549710,-54.744469,0,2.549375,-54.627304,0,1872
104,80,19,20,2.549710,-54.744469,0,2.549772,-54.718145,0,2080
104,80,21,22,2.549710,-54.744469,0,2.549726,-54.743636,0,2288
104,80,23,24,2.549710,-54.744469,0,2.549713,-54.743911,0,2496
104,80,25,26,2.549710,-54.744469,0,2.549708,-54.744701,0,2704
104,80,27,28,2.549710,-54.744469,0,2.549710,-54.744505,0,2912
104,80,31,32,2.549710,-54.744469,0,2.549710,-54.744474,0,3328
104,160,15,16,3.492358,-58.111780,0,3.490581,-56.556566,0,1664
104,160,17,18,3.492358,-58.111780,0,3.492189,-57.811850,0,1872
104,160,19,20,3.492358,-58.111780,0,3.492439,-58.051360,0,2080
104,160,21,22,3.492358,-58.111780,0,3.492371,-58.089646,0,2288
104,160,23,24,3.492358,-58.111780,0,3.492348,-58.108365,0,2496
104,160,25,26,3.492358,-58.111780,0,3.492358,-58.110270,0,2704
104,160,27,28,3.492358,-58.111780,0,3.492358,-58.111711,0,2912
104,160,31,32,3.492358,-58.111780,0,3.492358,-58.111780,0,3328
105,1,15,16,0.366052,-33.494389,0,0.367971,-33.489661,0,1680
105,1,17,18,0.366052,-33.494389,0,0.365984,-33.500805,0,1890
105,1,19,20,0.366052,-33.494389,0,0.366051,-33.493099,0,2100
105,1,21,22,0.366052,-33.494389,0,0.366043,-33.494860,0,2310
105,1,23,24,0.366052,-33.494389,0,0.366056,-33.494235,0,2520
105,1,25,26,0.366052,-33.494389,0,0.366053,-33.494359,0,2730
105,1,27,28,0.366052,-33.494389,0,0.366052,-33.494372,0,2940
105,1,31,32,0.366052,-33.494389,0,0.366052,-33.494389,0,3360
105,2,15,16,0.521069,-36.473857,0,0.523337,-36.399847,0,1680
105,2,17,18,0.521069,-36.473857,0,0.521277,-36.465638,0,1890
105,2,19,20,0.521069,-36.473857,0,0.521027,-36.469799,0,2100
105,2,21,22,0.521069,-36.473857,0,0.521058,-36.473862,0,2310
105,2,23,24,0.521069,-36.473857,0,0.521066,-36.474240,0,2520
105,2,25,26,0.521069,-36.473857,0,0.521069,-36.473746,0,2730
105,2,27,28,0.521069,-36.473857,0,0.521069,-36.473845,0,2940
105,2,31,32,0.521069,-36.473857,0,0.521069,-36.473856,0,3360
105,5,15,16,0.754399,-41.126395,0,0.754999,-41.043464,0,1680
105,5,17,18,0.754399,-41.126395,0,0.754914,-41.140401,0,1890
105,5,19,20,0.754399,-41.126395,0,0.754450,-41.132450,0,2100
105,5,21,22,0.754399,-41.126395,0,0.754391,-41.127515,0,2310
105,5,23,24,0.754399,-41.126395,0,0.754398,-41.126250,0,2520
105,5,25,26,0.754399,-41.126395,0,0.754398,-41.126345,0,2730
105,5,27,28,0.754399,-41.126395,0,0.754398,-41.126392,0,2940
105,5,31,32,0.754399,-41.126395,0,0.754399,-41.126397,0,3360
105,10,15,16,1.074484,-44.163441,0,1.076093,-43.984182,0,1680
105,10,17,18,1.074484,-44.163441,0,1.074385,-44.120803,0,1890
105,10,19,20,1.074484,-44.163441,0,1.074372,-44.161964,0,2100
105,10,21,22,1.074484,-44.163441,0,1.074480,-44.164880,0,2310
105,10,23,24,1.074484,-44.163441,0,1.074481,-44.162509,0,2520
105,10,25,26,1.074484,-44.163441,0,1.074485,-44.163518,0,2730
105,10,27,28,1.074484,-44.163441,0,1.074484,-44.163443,0,2940
105,10,31,32,1.074484,-44.163441,0,1.074484,-44.163443,0,3360
105,20,15,16,1.507143,-47.251423,0,1.506852,-46.977430,0,1680
105,20,17,18,1.507143,-47.251423,0,1.507501,-47.201674,0,1890
105,20,19,20,1.507143,-47.251423,0,1.507036,-47.233537,0,2100
105,20,21,22,1.507143,-47.251423,0,1.507161,-47.248203,0,2310
105,20,23,24,1.507143,-47.251423,0,1.507147,-47.252388,0,2520
105,20,25,26,1.507143,-47.251423,0,1.507143,-47.251308,0,2730
105,20,27,28,1.507143,-47.251423,0,1.507143,-47.251453,0,2940
105,20,31,32,1.507143,-47.251423,0,1.507143,-47.251421,0,3360
105,40,15,16,1.974440,-50.837785,0,1.973005,-50.309409,0,1680
105,40,17,18,1.974440,-50.837785,0,1.974580,-50.849004,0,1890
105,40,19,20,1.974440,-50.837785,0,1.974378,-50.833431,0,2100
105,40,21,22,1.974440,-50.837785,0,1.974407,-50.834271,0,2310
105,40,23,24,1.974440,-50.837785,0,1.974434,-50.838570,0,2520
105,40,25,26,1.974440,-50.837785,0,1.974441,-50.837592,0,2730
105,40,27,28,1.974440,-50.837785,0,1.974440,-50.837792,0,2940
105,40,31,32,1.974440,-50.837785,0,1.974440,-50.837785,0,3360
105,80,15,16,2.457104,-55.066714,0,2.456973,-54.085995,0,1680
105,80,17,18,2.457104,-55.066714,0,2.457494,-54.839650,0,1890
105,80,19,20,2.457104,-55.066714,0,2.457154,-55.051988,0,2100
105,80,21,22,2.457104,-55.066714,0,2.457071,-55.067715,0,2310
105,80,23,24,2.457104,-55.066714,0,2.457104,-55.068379,0,2520
105,80,25,26,2.457104,-55.066714,0,2.457103,-55.066994,0,2730
105,80,27,28,2.457104,-55.066714,0,2.457104,-55.066809,0,2940
105,80,31,32,2.457104,-55.066714,0,2.457104,-55.066714,0,3360
